epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,1813.96,0.84684,0.38786,0.00372,0.99119,0.98921,0.99498,0.78315,0.80288,0.21436,0.00448,0.000548312,0.000548312,0.000548312
367,1818.94,0.8244,0.38742,0.00356,0.98396,0.99752,0.99493,0.78136,0.78952,0.2256,0.00445,0.000547075,0.000547075,0.000547075
368,1823.89,0.84314,0.38584,0.00371,0.99006,0.99666,0.99493,0.79513,0.76973,0.20535,0.00433,0.000545838,0.000545838,0.000545838
369,1828.83,0.83375,0.38655,0.00369,0.98708,0.98844,0.99493,0.7878,0.77477,0.21884,0.00435,0.0005446,0.0005446,0.0005446
370,1833.72,0.83695,0.38419,0.00374,0.99511,0.99092,0.99493,0.79839,0.76318,0.21394,0.00426,0.000543363,0.000543363,0.000543363
371,1838.62,0.84272,0.38232,0.00373,0.98893,0.99313,0.9949,0.7929,0.77478,0.20997,0.00434,0.000542125,0.000542125,0.000542125
372,1843.58,0.8251,0.38934,0.00372,0.99373,0.98769,0.99498,0.78832,0.79005,0.21719,0.00442,0.000540887,0.000540887,0.000540887
373,1848.52,0.83106,0.38901,0.0036,0.99082,0.99707,0.99498,0.78353,0.79199,0.2062,0.00444,0.00053965,0.00053965,0.00053965
374,1853.46,0.81609,0.37397,0.00365,0.99342,0.99252,0.995,0.78207,0.77808,0.20846,0.00437,0.000538413,0.000538413,0.000538413
375,1858.37,0.81533,0.3686,0.00367,0.98878,0.99697,0.99485,0.78535,0.77505,0.21327,0.00434,0.000537175,0.000537175,0.000537175
376,1863.28,0.84942,0.38243,0.0038,0.99209,0.98492,0.99491,0.78767,0.7822,0.21662,0.00438,0.000535937,0.000535937,0.000535937
377,1868.22,0.82348,0.37979,0.00367,0.99275,0.98759,0.995,0.78304,0.7789,0.21495,0.00441,0.0005347,0.0005347,0.0005347
378,1873.12,0.81859,0.38544,0.00359,0.99194,0.99205,0.99494,0.78677,0.77874,0.21297,0.00436,0.000533463,0.000533463,0.000533463
379,1878.05,0.81973,0.38217,0.00374,0.99169,0.99339,0.99494,0.78564,0.77347,0.22728,0.00435,0.000532225,0.000532225,0.000532225
380,1882.96,0.82854,0.39238,0.00365,0.99244,0.99355,0.99484,0.79095,0.75931,0.22413,0.00428,0.000530987,0.000530987,0.000530987
381,1887.91,0.8034,0.38374,0.00352,0.98464,0.99483,0.9947,0.78999,0.75697,0.21456,0.00421,0.00052975,0.00052975,0.00052975
382,1892.84,0.80178,0.38569,0.00354,0.99456,0.97922,0.99444,0.78815,0.75099,0.22276,0.00421,0.000528512,0.000528512,0.000528512
383,1897.8,0.83351,0.38034,0.00366,0.98462,0.99498,0.99496,0.78812,0.76632,0.21697,0.00431,0.000527275,0.000527275,0.000527275
384,1902.72,0.82782,0.37656,0.00372,0.99708,0.98581,0.99488,0.79377,0.76198,0.22035,0.00428,0.000526038,0.000526038,0.000526038
385,1907.67,0.82525,0.38564,0.00364,0.99665,0.98283,0.9947,0.79575,0.7674,0.21671,0.00427,0.0005248,0.0005248,0.0005248
386,1912.61,0.82141,0.37506,0.00363,0.99519,0.99512,0.99498,0.78495,0.80901,0.21239,0.00454,0.000523563,0.000523563,0.000523563
387,1917.56,0.80546,0.37364,0.00355,0.99111,0.98282,0.99456,0.78778,0.769,0.22078,0.00429,0.000522325,0.000522325,0.000522325
388,1922.5,0.79547,0.37202,0.00361,0.99288,0.9905,0.995,0.78555,0.77722,0.20776,0.00434,0.000521088,0.000521088,0.000521088
389,1927.49,0.82736,0.38618,0.00366,0.98999,0.99197,0.9948,0.78529,0.76879,0.22882,0.00433,0.00051985,0.00051985,0.00051985
390,1932.46,0.81444,0.38199,0.00361,0.98473,0.99329,0.99491,0.79072,0.76665,0.21699,0.00427,0.000518612,0.000518612,0.000518612
391,1937.39,0.81446,0.36764,0.00353,0.98276,0.99618,0.99441,0.79418,0.76821,0.21136,0.00429,0.000517375,0.000517375,0.000517375
392,1942.3,0.83924,0.38288,0.00378,0.99383,0.99434,0.99496,0.79584,0.75971,0.21474,0.00425,0.000516138,0.000516138,0.000516138
393,1947.22,0.80541,0.37446,0.0036,0.99365,0.9804,0.99458,0.79425,0.76909,0.22145,0.0043,0.0005149,0.0005149,0.0005149
394,1952.15,0.81125,0.37566,0.00356,0.99297,0.99353,0.995,0.78452,0.77767,0.21335,0.00436,0.000513663,0.000513663,0.000513663
395,1957.13,0.81643,0.37369,0.0036,0.98616,0.9806,0.99361,0.78618,0.76874,0.22309,0.00432,0.000512425,0.000512425,0.000512425
396,1962.1,0.80303,0.37459,0.00353,0.98836,0.98161,0.99361,0.79393,0.75874,0.21467,0.00425,0.000511188,0.000511188,0.000511188
397,1967.14,0.81145,0.38398,0.00363,0.98269,0.994,0.99465,0.79329,0.75789,0.21392,0.00425,0.00050995,0.00050995,0.00050995
398,1972.1,0.81637,0.37899,0.00357,0.98942,0.99525,0.99444,0.79182,0.76301,0.21503,0.00426,0.000508712,0.000508712,0.000508712
399,1977.07,0.82978,0.37664,0.00363,0.9785,0.99747,0.99433,0.79124,0.7636,0.22259,0.0043,0.000507475,0.000507475,0.000507475
400,1982.04,0.7985,0.38073,0.00341,0.99322,0.97978,0.99468,0.79083,0.76084,0.22291,0.0043,0.000506237,0.000506237,0.000506237
401,1986.97,0.796,0.36462,0.00357,0.98397,0.99824,0.99472,0.78583,0.76029,0.22774,0.00429,0.000505,0.000505,0.000505
402,1991.97,0.81465,0.36909,0.00375,0.99235,0.98503,0.9949,0.78661,0.78729,0.21482,0.00442,0.000503763,0.000503763,0.000503763
403,1996.93,0.79872,0.37972,0.00357,0.99053,0.9976,0.99485,0.78855,0.77844,0.22022,0.00437,0.000502525,0.000502525,0.000502525
404,2001.89,0.79202,0.37243,0.00345,0.99105,0.99924,0.99497,0.79628,0.76146,0.20479,0.00428,0.000501287,0.000501287,0.000501287
405,2006.86,0.80592,0.3762,0.00356,0.99394,0.99218,0.995,0.79872,0.76147,0.21058,0.00431,0.00050005,0.00050005,0.00050005
406,2011.83,0.81371,0.39722,0.00358,0.99481,0.97913,0.99469,0.78494,0.77899,0.2159,0.00439,0.000498813,0.000498813,0.000498813
407,2016.72,0.79168,0.37197,0.00346,0.98022,0.99262,0.99441,0.78609,0.76444,0.21647,0.00433,0.000497575,0.000497575,0.000497575
408,2021.64,0.78222,0.38295,0.0035,0.9793,0.99627,0.99447,0.78873,0.78825,0.22947,0.00444,0.000496337,0.000496337,0.000496337
409,2026.75,0.77684,0.35768,0.00344,0.97067,0.99621,0.9949,0.79081,0.77186,0.22719,0.00435,0.0004951,0.0004951,0.0004951
410,2031.71,0.81583,0.38997,0.00358,0.99046,0.99867,0.995,0.79368,0.76053,0.22471,0.00428,0.000493863,0.000493863,0.000493863
411,2036.68,0.80661,0.37906,0.00353,0.97528,0.99595,0.99487,0.78855,0.77465,0.22385,0.00435,0.000492625,0.000492625,0.000492625
412,2041.64,0.8012,0.37072,0.00353,0.98968,0.99465,0.99493,0.78964,0.76737,0.21319,0.0043,0.000491387,0.000491387,0.000491387
413,2046.61,0.78474,0.37128,0.00347,0.99173,0.99549,0.995,0.79744,0.76696,0.21558,0.0043,0.00049015,0.00049015,0.00049015
414,2051.55,0.76093,0.35715,0.00337,0.98963,0.99568,0.99491,0.79838,0.76862,0.21024,0.00433,0.000488913,0.000488913,0.000488913
415,2056.5,0.77102,0.36841,0.00335,0.99653,0.9905,0.99492,0.79854,0.77812,0.21605,0.00437,0.000487675,0.000487675,0.000487675
416,2061.43,0.79575,0.37234,0.00357,0.99659,0.99501,0.99498,0.78707,0.77712,0.20526,0.00437,0.000486437,0.000486437,0.000486437
417,2066.39,0.80921,0.37713,0.00351,0.99187,0.98582,0.99491,0.78736,0.78249,0.21475,0.0044,0.0004852,0.0004852,0.0004852
418,2071.31,0.78045,0.36406,0.00349,0.98536,0.99751,0.995,0.79058,0.77482,0.20866,0.00433,0.000483963,0.000483963,0.000483963
419,2076.18,0.7668,0.37948,0.0034,0.98946,0.9889,0.99492,0.78403,0.77185,0.21836,0.00435,0.000482725,0.000482725,0.000482725
420,2081.08,0.77624,0.37171,0.00346,0.99294,0.98976,0.995,0.78289,0.77554,0.22213,0.00435,0.000481487,0.000481487,0.000481487
421,2085.99,0.7875,0.37074,0.00348,0.99394,0.9913,0.99457,0.79753,0.76675,0.22214,0.0043,0.00048025,0.00048025,0.00048025
422,2090.94,0.78584,0.37994,0.00335,0.98337,0.98948,0.99473,0.78749,0.78146,0.22511,0.00439,0.000479013,0.000479013,0.000479013
423,2095.87,0.78788,0.35904,0.00343,0.98893,0.99122,0.99494,0.7887,0.77654,0.21635,0.00433,0.000477775,0.000477775,0.000477775
424,2100.82,0.79325,0.38646,0.00344,0.99224,0.97844,0.99441,0.7853,0.78359,0.23483,0.00441,0.000476537,0.000476537,0.000476537
425,2105.77,0.78739,0.37058,0.00355,0.98674,0.98963,0.995,0.78308,0.7882,0.22453,0.00444,0.0004753,0.0004753,0.0004753
426,2110.7,0.77447,0.36747,0.00344,0.99587,0.98688,0.995,0.78657,0.7831,0.22201,0.00439,0.000474062,0.000474062,0.000474062
427,2115.73,0.76663,0.353,0.0034,0.99484,0.99562,0.99497,0.78742,0.7755,0.20953,0.00434,0.000472825,0.000472825,0.000472825
428,2120.79,0.78267,0.37006,0.00348,0.97965,0.9944,0.99378,0.78833,0.78068,0.22345,0.00436,0.000471588,0.000471588,0.000471588
429,2125.87,0.7882,0.3671,0.00356,0.99813,0.9879,0.995,0.78489,0.78368,0.22312,0.00439,0.00047035,0.00047035,0.00047035
430,2130.95,0.7809,0.36221,0.00334,0.99447,0.98923,0.9949,0.78369,0.7816,0.24282,0.0044,0.000469112,0.000469112,0.000469112
431,2136.04,0.78651,0.36278,0.00345,0.99408,0.98832,0.995,0.79159,0.77521,0.23652,0.00437,0.000467875,0.000467875,0.000467875
432,2141.06,0.7712,0.35999,0.00341,0.99315,0.99259,0.99491,0.7922,0.76684,0.21504,0.00434,0.000466638,0.000466638,0.000466638
